Provider Type Code,Provider Type Description,Provider Specialty Code,Provider Specialty Description,nucc_code,Taxonomy Description,match_confidence
"=""25""",PHYSICIAN (M.D.),"=""012""",PREVENTIVE MEDICINE,2083C0008X,PREVENTIVE MEDICINE - CLINICAL INFORMATICS,source
"=""25""",PHYSICIAN (M.D.),"=""012""",PREVENTIVE MEDICINE,2083P0011X,PREVENTIVE MEDICINE - UNDERSEA AND HYPERBARIC MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""012""",PREVENTIVE MEDICINE,2083P0500X,PREVENTIVE MEDICINE - PREVENTIVE MEDICINE/OCCUPATIONAL ENVIRONMENTAL MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""012""",PREVENTIVE MEDICINE,2083P0901X,PREVENTIVE MEDICINE - PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""012""",PREVENTIVE MEDICINE,2083S0010X,PREVENTIVE MEDICINE - SPORTS MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""012""",PREVENTIVE MEDICINE,2083T0002X,PREVENTIVE MEDICINE - MEDICAL TOXICOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""012""",PREVENTIVE MEDICINE,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""013""",GERIATRICS,207QG0300X,FAMILY MEDICINE - GERIATRIC MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""013""",GERIATRICS,207RG0300X,INTERNAL MEDICINE - GERIATRIC MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""013""",GERIATRICS,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""014""",GYNECOLOGY,207VG0400X,OBSTETRICS & GYNECOLOGY - GYNECOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""014""",GYNECOLOGY,207VX0201X,OBSTETRICS & GYNECOLOGY - GYNECOLOGIC ONCOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""014""",GYNECOLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""015""",HEMATOLOGY,207RH0000X,INTERNAL MEDICINE - HEMATOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""015""",HEMATOLOGY,207RH0003X,INTERNAL MEDICINE - HEMATOLOGY & ONCOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""015""",HEMATOLOGY,207ZH0000X,PATHOLOGY - HEMATOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""015""",HEMATOLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""016""",IMMUNOLOGY,207KI0005X,ALLERGY & IMMUNOLOGY - CLINICAL & LABORATORY IMMUNOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""016""",IMMUNOLOGY,207RI0001X,INTERNAL MEDICINE - CLINICAL & LABORATORY IMMUNOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""016""",IMMUNOLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""017""",INFECTIOUS DISEASES,207RI0200X,INTERNAL MEDICINE - INFECTIOUS DISEASE,source
"=""25""",PHYSICIAN (M.D.),"=""017""",INFECTIOUS DISEASES,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,202D00000X,INTEGRATIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207QB0505X,INTERNAL MEDICINE - DIABETOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207R00000X,INTERNAL MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207RA0001X,INTERNAL MEDICINE - ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207RA0401X,INTERNAL MEDICINE - ADDICTION MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207RB0002X,INTERNAL MEDICINE - OBESITY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207RC0200X,INTERNAL MEDICINE - CRITICAL CARE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207RH0002X,INTERNAL MEDICINE - HOSPICE AND PALLIATIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207RH0005X,INTERNAL MEDICINE - HYPERTENSION SPECIALIST,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207RI0008X,INTERNAL MEDICINE - HEPATOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207RM1200X,INTERNAL MEDICINE - MAGNETIC RESONANCE IMAGING (MRI),source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207RP1002X,INTERNAL MEDICINE - PHYSICIAN NUTRITION SPECIALIST,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207RS0010X,INTERNAL MEDICINE - SPORTS MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,207RS0012X,INTERNAL MEDICINE - SLEEP MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,2084E0001X,EPILEPSY PHYSICIAN,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""018""",INTERNAL MEDICINE,261QI0500X,CLINIC/CENTER - INFUSION THERAPY,source
"=""25""",PHYSICIAN (M.D.),"=""019""",NEONATAL/PERINATAL,2080N0001X,PEDIATRICS - NEONATAL-PERINATAL MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""019""",NEONATAL/PERINATAL,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""020""",NEOPLASTIC DISEASES,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""021""",NEPHROLOGY,207RN0300X,INTERNAL MEDICINE - NEPHROLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""021""",NEPHROLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084A2900X,PSYCHIATRY AND NEUROLOGY - NEUROCRITICAL CARE,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084B0002X,PSYCHIATRY AND NEUROLOGY - OBESITY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084B0040X,PSYCHIATRY AND NEUROLOGY - BEHAVIORAL NEUROLOGY AND NEUROPSYCHIATRY,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084D0003X,PSYCHIATRY & NEUROLOGY - DIAGNOSTIC NEUROIMAGING,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084E0001X,EPILEPSY PHYSICIAN,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084H0002X,PSYCHIATRY & NEUROLOGY - HOSPICE AND PALLIATIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084N0008X,PSYCHIATRY & NEUROLOGY - NEUROMUSCULAR MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084N0400X,PSYCHIATRY & NEUROLOGY - NEUROLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084N0600X,PSYCHIATRY & NEUROLOGY - CLINICAL NEUROPHYSIOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084P0005X,PSYCHIATRY & NEUROLOGY - NEURODEVELOPMENTAL DISABILITIES,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084P0015X,PSYCHIATRY & NEUROLOGY - PSYCHOSOMATIC MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084P0301X,PSYCHIATRY AND NEUROLOGY - BRAIN INJURY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084P0805X,PSYCHIATRY & NEUROLOGY - GERIATRIC PSYCHIATRY,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084P2900X,PSYCHIATRY & NEUROLOGY - PAIN MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084S0010X,PSYCHIATRY & NEUROLOGY - SPORTS MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084S0012X,PSYCHIATRY & NEUROLOGY - SLEEP MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,2084V0102X,PSYCHIATRY & NEUROLOGY - VASCULAR NEUROLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""022""",NEUROLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""023""",NEUROLOGY/CHILDREN,2084E0001X,EPILEPSY PHYSICIAN,source
"=""25""",PHYSICIAN (M.D.),"=""023""",NEUROLOGY/CHILDREN,2084N0402X,PSYCHIATRY & NEUROLOGY - NEUROLOGY WITH SPECIAL QUALIFICATIONS IN CHILD NEUROLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""023""",NEUROLOGY/CHILDREN,2084P0005X,PSYCHIATRY & NEUROLOGY - NEURODEVELOPMENTAL DISABILITIES,source
"=""25""",PHYSICIAN (M.D.),"=""023""",NEUROLOGY/CHILDREN,2084P0301X,PSYCHIATRY AND NEUROLOGY - BRAIN INJURY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""023""",NEUROLOGY/CHILDREN,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""024""",NEUROPATHOLOGY,207ZN0500X,PATHOLOGY - NEUROPATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""024""",NEUROPATHOLOGY,2084E0001X,EPILEPSY PHYSICIAN,source
"=""25""",PHYSICIAN (M.D.),"=""024""",NEUROPATHOLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""026""",OBSTETRICS,207VX0000X,OBSTETRICS & GYNECOLOGY - OBSTETRICS,source
"=""25""",PHYSICIAN (M.D.),"=""026""",OBSTETRICS,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""027""",OB-GYN,207V00000X,OBSTETRICS & GYNECOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""027""",OB-GYN,207VB0002X,OBSTETRICS AND GYNECOLOGY - OBESITY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""027""",OB-GYN,207VC0200X,OBSTETRICS & GYNECOLOGY - CRITICAL CARE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""027""",OB-GYN,207VC0300X,OBSTETRICS & GYNECOLOGY - COMPLEX FAMILY PLANNING,source
"=""25""",PHYSICIAN (M.D.),"=""027""",OB-GYN,207VE0102X,OBSTETRICS & GYNECOLOGY - REPRODUCTIVE ENDOCRINOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""027""",OB-GYN,207VF0040X,UROGYNECOLOGY AND RECONSTRUCTIVE PELVIC SURGERY,source
"=""25""",PHYSICIAN (M.D.),"=""027""",OB-GYN,207VH0002X,OBSTETRICS & GYNECOLOGY - HOSPICE AND PALLIATIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""027""",OB-GYN,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""028""",OCCUPATIONAL MEDICINE,2083X0100X,PREVENTIVE MEDICINE - OCCUPATIONAL MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""028""",OCCUPATIONAL MEDICINE,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""029""",ONCOLOGY,207RH0003X,INTERNAL MEDICINE - HEMATOLOGY & ONCOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""029""",ONCOLOGY,207RX0202X,INTERNAL MEDICINE - MEDICAL ONCOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""029""",ONCOLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""030""",OPHTHALMOLOGY,207W00000X,OPHTHALMOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""030""",OPHTHALMOLOGY,207WX0200X,OPHTHALMOLOGY - OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY,source
"=""25""",PHYSICIAN (M.D.),"=""030""",OPHTHALMOLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""031""",OTOLARYNGOLOGY,207Y00000X,OTOLARYNGOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""031""",OTOLARYNGOLOGY,207YP0228X,OTOLARYNGOLOGY - PEDIATRIC OTOLARYNGOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""031""",OTOLARYNGOLOGY,207YS0012X,OTOLARYNGOLOGY - SLEEP MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""031""",OTOLARYNGOLOGY,207YS0123X,OTOLARYNGOLOGY - FACIAL PLASTIC SURGERY,source
"=""25""",PHYSICIAN (M.D.),"=""031""",OTOLARYNGOLOGY,207YX0007X,OTOLARYNGOLOGY - PLASTIC SURGERY WITHIN THE HEAD & NECK,source
"=""25""",PHYSICIAN (M.D.),"=""031""",OTOLARYNGOLOGY,207YX0602X,OTOLARYNGOLOGY - OTOLARYNGIC ALLERGY,source
"=""25""",PHYSICIAN (M.D.),"=""031""",OTOLARYNGOLOGY,207YX0901X,OTOLARYNGOLOGY - OTOLOGY & NEUROTOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""031""",OTOLARYNGOLOGY,207YX0905X,OTOLARYNGOLOGY - OTOLARYNGOLOGY/FACIAL PLASTIC SURGERY,source
"=""25""",PHYSICIAN (M.D.),"=""031""",OTOLARYNGOLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207SM0001X,MEDICAL GENETICS - MOLECULAR GENETIC PATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZB0001X,PATHOLOGY - BLOOD BANKING & TRANSFUSION MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZC0006X,PATHOLOGY - CLINICAL PATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZC0008X,PATHOLOGY - CLINICAL INFORMATICS,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZC0500X,PATHOLOGY - CYTOPATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZD0900X,PATHOLOGY - DERMATOPATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZI0100X,PATHOLOGY - IMMUNOPATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZM0300X,PATHOLOGY - MEDICAL MICROBIOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZP0007X,PATHOLOGY - MOLECULAR GENETIC PATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZP0101X,PATHOLOGY - ANATOMIC PATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZP0102X,PATHOLOGY - ANATOMIC PATHOLOGY & CLINICAL PATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZP0104X,PATHOLOGY - CHEMICAL PATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZP0105X,PATHOLOGY - CLINICAL PATHOLOGY/LABORATORY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,207ZP0213X,PATHOLOGY - PEDIATRIC PATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""032""",PATHOLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""033""","PATHOLOGY, CLINICAL",207SM0001X,MEDICAL GENETICS - MOLECULAR GENETIC PATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""033""","PATHOLOGY, CLINICAL",207ZC0006X,PATHOLOGY - CLINICAL PATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""033""","PATHOLOGY, CLINICAL",207ZC0500X,PATHOLOGY - CYTOPATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""033""","PATHOLOGY, CLINICAL",207ZD0900X,PATHOLOGY - DERMATOPATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""033""","PATHOLOGY, CLINICAL",207ZP0104X,PATHOLOGY - CHEMICAL PATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""033""","PATHOLOGY, CLINICAL",207ZP0213X,PATHOLOGY - PEDIATRIC PATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""033""","PATHOLOGY, CLINICAL",261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""034""","PATHOLOGY, FORENSIC",207ZF0201X,PATHOLOGY - FORENSIC PATHOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""034""","PATHOLOGY, FORENSIC",261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,208000000X,PEDIATRICS,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080B0002X,PEDIATRICS - OBESITY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080C0008X,PEDIATRICS - CHILD ABUSE PEDIATRICS,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080I0007X,PEDIATRICS - CLINICAL & LABORATORY IMMUNOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080P0006X,PEDIATRICS - DEVELOPMENTAL - BEHAVIORAL PEDIATRICS,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080P0008X,PEDIATRICS - NEURODEVELOPMENTAL DISABILITIES,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080P0206X,PEDIATRICS - PEDIATRIC GASTROENTEROLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080P0208X,PEDIATRICS - PEDIATRIC INFECTIOUS DISEASES,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080P0214X,PEDIATRICS - PEDIATRIC PULMONOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080P0216X,PEDIATRICS - PEDIATRIC RHEUMATOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080P1004X,PEDIATRICS - PHYSICIAN NUTRITION SPECIALIST,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080S0010X,PEDIATRICS - SPORTS MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080S0012X,PEDIATRICS - SLEEP MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080T0002X,PEDIATRICS - MEDICAL TOXICOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2080T0004X,PEDIATRICS - PEDIATRIC TRANSPLANT HEPATOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2084E0001X,EPILEPSY PHYSICIAN,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,2084P0005X,PSYCHIATRY & NEUROLOGY - NEURODEVELOPMENTAL DISABILITIES,source
"=""25""",PHYSICIAN (M.D.),"=""035""",PEDIATRICS,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""036""","PEDIATRICS, ALLERGY",2080P0201X,PEDIATRICS - PEDIATRIC ALLERGY/IMMUNOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""036""","PEDIATRICS, ALLERGY",261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""037""","PEDIATRICS, CARDIOLOGY",2080P0202X,PEDIATRICS - PEDIATRIC CARDIOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""037""","PEDIATRICS, CARDIOLOGY",261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""038""","PEDIATRICS, ONCOLOGY/HEMATOLOGY",2080P0207X,PEDIATRICS - PEDIATRIC HEMATOLOGY-ONCOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""038""","PEDIATRICS, ONCOLOGY/HEMATOLOGY",261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""039""","PEDIATRICS, NEPHROLOGY",2080P0210X,PEDIATRICS - PEDIATRIC NEPHROLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""039""","PEDIATRICS, NEPHROLOGY",261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""041""",PHYSICAL MEDICINE AND REHAB,208100000X,PHYSICAL MEDICINE & REHABILITATION,source
"=""25""",PHYSICIAN (M.D.),"=""041""",PHYSICAL MEDICINE AND REHAB,2081H0002X,PHYSICAL MEDICINE & REHABILITATION - HOSPICE AND PALLIATIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""041""",PHYSICAL MEDICINE AND REHAB,2081N0008X,PHYSICAL MEDICINE & REHABILITATION - NEUROMUSCULAR MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""041""",PHYSICAL MEDICINE AND REHAB,2081P0004X,PHYSICAL MEDICINE & REHABILITATION - SPINAL CORD INJURY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""041""",PHYSICAL MEDICINE AND REHAB,2081P0010X,PHYSICAL MEDICINE & REHABILITATION - PEDIATRIC REHABILITATION MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""041""",PHYSICAL MEDICINE AND REHAB,2081P0301X,PHYSICAL MEDICINE AND REHABILITATION - BRAIN INJURY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""041""",PHYSICAL MEDICINE AND REHAB,2081P2900X,PHYSICAL MEDICINE & REHABILITATION - PAIN MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""041""",PHYSICAL MEDICINE AND REHAB,2081S0010X,PHYSICAL MEDICINE & REHABILITATION - SPORTS MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""041""",PHYSICAL MEDICINE AND REHAB,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""042""",PSYCHIATRY,207RA0401X,INTERNAL MEDICINE - ADDICTION MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""042""",PSYCHIATRY,2084B0002X,PSYCHIATRY AND NEUROLOGY - OBESITY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""042""",PSYCHIATRY,2084F0202X,PSYCHIATRY & NEUROLOGY - FORENSIC PSYCHIATRY,source
"=""25""",PHYSICIAN (M.D.),"=""042""",PSYCHIATRY,2084H0002X,PSYCHIATRY & NEUROLOGY - HOSPICE AND PALLIATIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""042""",PSYCHIATRY,2084N0600X,PSYCHIATRY & NEUROLOGY - CLINICAL NEUROPHYSIOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""042""",PSYCHIATRY,2084P0015X,PSYCHIATRY & NEUROLOGY - PSYCHOSOMATIC MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""042""",PSYCHIATRY,2084P0301X,PSYCHIATRY AND NEUROLOGY - BRAIN INJURY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""042""",PSYCHIATRY,2084P0800X,PSYCHIATRY & NEUROLOGY - PSYCHIATRY,source
"=""25""",PHYSICIAN (M.D.),"=""042""",PSYCHIATRY,2084P0802X,PSYCHIATRY & NEUROLOGY - ADDICTION PSYCHIATRY,source
"=""25""",PHYSICIAN (M.D.),"=""042""",PSYCHIATRY,2084P2900X,PSYCHIATRY & NEUROLOGY - PAIN MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""042""",PSYCHIATRY,2084S0012X,PSYCHIATRY & NEUROLOGY - SLEEP MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""042""",PSYCHIATRY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""043""","PSYCHIATRY, CHILD",2084P0301X,PSYCHIATRY AND NEUROLOGY - BRAIN INJURY MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""043""","PSYCHIATRY, CHILD",2084P0804X,PSYCHIATRY & NEUROLOGY - CHILD & ADOLESCENT PSYCHIATRY,source
"=""25""",PHYSICIAN (M.D.),"=""043""","PSYCHIATRY, CHILD",261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""044""",PSYCHOANALYSIS,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""045""",PUBLIC HEALTH,2083P0901X,PREVENTIVE MEDICINE - PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""045""",PUBLIC HEALTH,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""046""",PULMONARY DISEASES,207RP1001X,INTERNAL MEDICINE - PULMONARY DISEASE,source
"=""25""",PHYSICIAN (M.D.),"=""046""",PULMONARY DISEASES,2080P0214X,PEDIATRICS - PEDIATRIC PULMONOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""046""",PULMONARY DISEASES,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""047""",RADIOLOGY,2085B0100X,RADIOLOGY - BODY IMAGING,source
"=""25""",PHYSICIAN (M.D.),"=""047""",RADIOLOGY,2085D0003X,RADIOLOGY - DIAGNOSTIC NEUROIMAGING,source
"=""25""",PHYSICIAN (M.D.),"=""047""",RADIOLOGY,261Q00000X,CLINIC/CENTER,source
"=""25""",PHYSICIAN (M.D.),"=""048""","RADIOLOGY, DIAGNOSTIC",207U00000X,NUCLEAR MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""048""","RADIOLOGY, DIAGNOSTIC",207UN0901X,NUCLEAR MEDICINE - NUCLEAR CARDIOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""048""","RADIOLOGY, DIAGNOSTIC",207UN0903X,NUCLEAR MEDICINE - IN VIVO & IN VITRO NUCLEAR MEDICINE,source
"=""25""",PHYSICIAN (M.D.),"=""048""","RADIOLOGY, DIAGNOSTIC",2085N0700X,RADIOLOGY - NEURORADIOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""048""","RADIOLOGY, DIAGNOSTIC",2085N0904X,RADIOLOGY - NUCLEAR RADIOLOGY,source
"=""25""",PHYSICIAN (M.D.),"=""048""","RADIOLOGY, DIAGNOSTIC",2085R0202X,RADIOLOGY - DIAGNOSTIC RADIOLOGY,source
